Todays_Low,Todays_High,Open_Price,Prev_Close,52_Week_Low,52_Week_High,Volume,Avg_Price,Is_Good_To_Buy
1205.66,1206.66,1206.34,1205.72,729.3,1347.38,4640778,1206.16,1
589.86,1296.11,732.69,1182.83,482.4,1519.59,3255421,942.98,1
699.12,700.12,699.96,700.08,487.45,1580.83,3813231,699.62,1
934.03,935.03,887.66,890.13,583.25,1466.58,947146,934.53,0
535.49,1504.58,1496.14,1478.47,529.17,1210.1,466786,1020.04,0
1318.98,1406.12,1371.47,1367.23,799.98,1286.05,423620,1362.55,0
723.07,1251.53,1227.02,871.92,598.65,1372.81,2744489,987.3,1
785.45,1382.11,1372.07,1377.06,487.47,1745.4,987353,1083.78,0
1019.75,1228.97,1131.65,1209.81,466.32,1690.23,4335008,1124.36,1
661.46,1276.02,1246.36,1242.62,649.0,1991.32,611542,968.74,0
736.36,890.73,860.05,883.85,625.04,1275.56,588996,813.54,0
928.83,929.83,926.2,919.91,672.98,1339.49,994587,929.33,0
1046.64,1144.39,1095.22,1064.06,438.87,1857.98,4291365,1095.52,1
814.74,1345.19,1297.86,1317.75,705.87,1376.87,930017,1079.97,0
764.11,765.11,764.46,764.34,441.72,1634.0,1835007,764.61,1
539.67,540.67,540.46,539.98,793.94,1580.45,2104253,540.17,1
992.82,1009.57,981.02,1007.08,520.76,1645.36,197848,1001.2,0
932.68,1414.67,1041.55,986.56,484.63,1793.66,2202963,1173.68,1
1102.13,1103.13,1102.75,1102.86,740.74,1333.46,3009432,1102.63,1
740.25,741.25,740.69,740.65,632.19,1990.46,4634111,740.75,1
958.81,959.81,953.58,943.32,615.15,1545.43,908164,959.31,0
593.54,594.54,594.27,594.13,417.65,1985.89,1995144,594.04,1
1367.2,1501.68,1472.36,1489.5,564.75,1637.84,631072,1434.44,0
868.81,1299.24,1052.22,1103.3,739.74,1260.6,4093434,1084.03,1
923.03,924.03,923.89,923.34,676.42,1866.91,4085957,923.53,1
1204.98,1231.71,1225.0,1211.64,583.56,1327.77,4790325,1218.34,1
674.59,915.4,894.48,878.96,571.99,1943.03,315050,795.0,0
1353.43,1375.18,1361.9,1372.49,676.5,1768.13,788546,1364.3,0
1279.11,1344.56,1310.41,1312.9,616.96,1704.22,3365296,1311.84,1
712.46,1061.9,1024.54,1041.42,503.62,1744.49,286673,887.18,0
1203.27,1449.95,1227.34,1423.03,525.32,1793.81,4305023,1326.61,1
1120.35,1296.59,1255.36,1292.96,615.27,1580.78,270377,1208.47,0
1104.02,1537.15,1195.01,1517.32,787.37,1533.04,2804466,1320.58,1
601.65,1134.48,1124.71,1127.33,403.92,1972.47,232635,868.06,0
925.38,1040.06,996.77,1026.69,790.91,1641.74,1476388,982.72,1
637.79,638.79,617.17,621.36,759.41,1938.7,511990,638.29,0
952.62,953.62,953.47,952.69,640.56,1832.78,4499926,953.12,1
548.74,922.53,742.89,643.11,584.93,1305.92,3573616,735.64,1
546.76,547.76,525.84,547.74,564.24,1304.59,384382,547.26,0
760.4,1474.3,1454.76,1434.54,697.85,1240.19,484737,1117.35,0
857.24,1032.29,1007.1,1021.41,401.51,1317.85,3559849,944.76,1
724.01,725.01,724.51,724.39,699.33,1356.65,4985992,724.51,1
1022.48,1023.48,1022.25,993.28,699.85,1646.85,132344,1022.98,0
958.74,988.07,967.99,974.8,687.94,1796.78,2382611,973.4,1
855.88,1375.71,1313.06,1139.37,797.64,1744.65,3802440,1115.8,1
974.06,975.06,974.48,974.73,762.78,1261.6,3873365,974.56,1
592.2,593.2,553.68,554.24,517.92,1955.81,623722,592.7,0
611.39,612.39,612.08,611.42,454.48,1950.13,4759151,611.89,1
1019.57,1381.95,1352.46,1365.74,738.35,1478.7,320081,1200.76,0
637.24,638.24,607.62,634.27,430.73,1684.43,717618,637.74,0
884.19,1313.8,1293.47,1281.28,476.56,1398.63,791118,1098.99,0
646.24,1344.67,652.66,1211.32,748.5,1654.35,1413823,995.46,1
638.19,708.39,681.05,659.67,447.53,1986.97,4262750,673.29,1
1292.18,1378.93,1344.76,1321.45,659.94,1262.94,4733858,1335.56,1
679.67,680.67,662.42,636.5,644.38,1743.4,247680,680.17,0
976.12,1003.96,976.9,989.3,611.58,1327.55,279763,990.04,0
549.09,905.47,831.59,602.39,537.29,1905.28,2260759,727.28,1
993.72,994.72,968.15,945.45,703.15,1946.36,218857,994.22,0
943.8,1068.79,1045.95,960.5,459.47,1930.8,4359928,1006.3,1
513.46,1364.21,602.38,1036.18,501.08,1679.14,1037674,938.84,1
635.72,636.72,636.61,636.33,468.77,1957.12,4572144,636.22,1
591.16,592.16,591.2,591.77,626.68,1255.01,1981854,591.66,1
864.33,865.33,864.74,864.36,448.15,1912.46,1415747,864.83,1
579.83,829.06,815.06,817.31,478.76,1989.67,727026,704.44,0
617.85,618.85,618.28,618.72,645.41,1720.11,2453221,618.35,1
534.27,1424.84,893.06,1001.03,417.52,1279.02,2918619,979.56,1
747.3,748.3,728.32,730.95,749.55,1794.36,231869,747.8,0
913.13,914.13,903.81,865.99,777.59,1480.91,705803,913.63,0
540.69,584.94,582.9,580.51,547.6,1435.17,1136172,562.82,1
814.39,854.43,841.16,816.08,670.9,1528.79,4616522,834.41,1
957.16,1193.6,1191.34,1165.77,682.66,1314.05,4073608,1075.38,1
683.39,684.39,636.94,657.22,669.29,1846.3,906511,683.89,0
922.0,923.0,903.23,891.06,746.19,1434.18,192384,922.5,0
959.7,960.7,933.33,954.0,636.49,1305.81,597385,960.2,0
916.92,917.92,917.11,917.54,620.68,1221.9,2594851,917.42,1
567.5,568.5,529.87,567.25,500.08,1422.52,704840,568.0,0
1418.45,1517.1,1480.9,1478.66,682.85,1397.03,683316,1467.78,0
829.95,1253.28,1242.99,1248.39,793.33,1889.9,948706,1041.62,0
772.99,773.99,734.02,747.14,553.97,1424.75,343064,773.49,0
1140.84,1402.24,1296.56,1237.12,523.31,1403.41,4076968,1271.54,1
673.39,674.39,674.03,674.22,671.62,1540.98,3522306,673.89,1
675.34,1522.52,1484.74,1509.37,451.76,1231.48,237115,1098.93,0
1026.33,1169.76,1160.62,1142.11,658.69,1982.48,611261,1098.04,0
839.35,1143.13,1004.33,910.9,525.73,1581.38,2862628,991.24,1
991.86,1269.73,1235.44,1259.27,427.54,1953.02,514142,1130.8,0
1022.2,1023.2,999.29,1017.27,704.06,1666.7,303860,1022.7,0
1024.46,1025.46,1024.83,1024.48,693.28,1633.16,1327979,1024.96,1
682.36,683.36,651.63,643.48,627.67,1300.46,584189,682.86,0
839.09,840.09,830.21,820.9,702.77,1455.23,578183,839.59,0
582.11,583.11,558.62,564.28,401.66,1393.34,299150,582.61,0
1065.05,1066.05,1065.07,1065.19,583.58,1661.1,3993684,1065.55,1
1332.13,1333.13,1330.98,1308.68,412.75,1714.47,745932,1332.63,0
955.74,1524.68,1427.82,1097.89,518.45,1433.11,2722636,1240.21,1
967.06,1174.49,1040.44,1088.46,761.14,1360.84,3763597,1070.78,1
630.02,1039.83,1018.06,1012.4,594.83,1428.93,903331,834.92,0
777.08,778.08,777.5,777.93,495.83,1719.15,2825826,777.58,1
1178.41,1179.41,1133.94,1158.82,701.24,1920.61,542451,1178.91,0
638.69,969.01,750.54,662.73,733.02,1652.96,2654806,803.85,1
836.06,910.47,906.2,870.09,486.22,1732.04,965666,873.26,0
772.18,773.18,772.91,772.98,435.37,1924.72,4361119,772.68,1
747.59,935.69,909.95,916.5,487.39,1697.12,636662,841.64,0
879.72,880.72,835.37,874.58,770.37,1700.0,558399,880.22,0
881.42,882.42,881.78,881.6,437.13,1532.51,2015300,881.92,1
1043.39,1302.17,1252.42,1295.38,595.9,1795.47,926264,1172.78,0
525.99,1549.69,1510.85,1525.52,525.17,1519.78,867156,1037.84,0
823.57,1218.88,1193.42,1206.12,487.41,1338.2,442242,1021.23,0
981.62,982.62,980.11,973.06,543.23,1717.6,187330,982.12,0
750.37,751.37,751.1,750.74,479.75,1717.96,3756276,750.87,1
1223.69,1224.69,1224.12,1214.05,732.34,1704.87,847727,1224.19,0
1265.35,1266.35,1265.8,1266.24,587.46,1986.74,2037877,1265.85,1
566.7,1194.35,1165.76,1187.92,508.83,1739.4,699648,880.52,0
798.46,1026.47,988.86,982.43,604.03,1924.38,639197,912.46,0
684.48,685.48,668.12,682.77,545.53,1387.32,869076,684.98,0
1171.49,1172.49,1171.42,1140.21,788.12,1663.72,680404,1171.99,0
677.87,678.87,678.1,678.0,423.92,1604.82,3428845,678.37,1
519.43,780.16,760.8,764.93,752.68,1763.32,601067,649.79,0
822.54,823.54,823.07,822.81,649.92,1284.91,3845041,823.04,1
892.32,1072.41,1035.31,1045.03,508.37,1395.8,128286,982.36,0
648.48,1076.79,725.71,941.0,471.28,1593.57,3214121,862.64,1
1379.68,1380.68,1363.51,1355.45,715.25,1628.45,262317,1380.18,0
728.95,1067.48,1044.43,1065.51,722.08,1803.68,414845,898.22,0
909.18,1534.0,1487.47,1485.39,510.84,1468.77,142120,1221.59,0
683.91,716.32,703.59,686.42,754.6,1237.72,4738815,700.12,1
1119.67,1120.67,1077.29,1103.08,407.5,1930.06,783496,1120.17,0
762.73,763.73,763.07,762.93,652.43,1972.24,2207205,763.23,1
798.55,799.55,799.34,799.55,753.17,1931.55,1823072,799.05,1
824.12,852.04,824.8,841.11,437.56,1885.42,3379689,838.08,1
990.16,1442.09,1405.84,1397.75,570.03,1419.27,925559,1216.12,0
567.95,1265.55,796.97,994.3,509.9,1352.47,3850839,916.75,1
1159.46,1160.46,1155.73,1118.56,667.84,1365.58,749607,1159.96,0
901.34,902.34,901.92,901.36,534.83,1428.55,4781914,901.84,1
590.64,591.64,590.72,586.96,723.18,1849.45,276742,591.14,0
805.87,899.76,872.98,880.93,576.06,1799.43,943006,852.82,0
569.34,570.34,534.92,522.99,452.13,1993.55,116397,569.84,0
853.76,854.76,853.85,854.02,659.57,1990.54,4332758,854.26,1
686.71,687.71,673.11,648.4,776.59,1887.42,509470,687.21,0
890.85,891.85,887.85,850.09,654.36,1902.87,117731,891.35,0
757.82,1508.92,1468.37,1490.97,760.32,1917.54,369134,1133.37,0
797.75,1382.68,915.15,934.55,441.48,1841.26,4932179,1090.22,1
1182.35,1405.1,1367.64,1390.42,549.87,1706.8,760395,1293.72,0
1023.54,1133.38,1040.95,1063.64,544.44,1575.78,1238730,1078.46,1
622.76,747.35,632.54,690.89,612.29,1916.09,3219834,685.06,1
515.86,1224.41,569.35,838.76,603.17,1905.39,2823508,870.14,1
1027.54,1028.54,1018.91,995.3,658.49,1596.74,642573,1028.04,0
1054.8,1482.74,1475.42,1445.31,458.56,1777.5,802954,1268.77,0
847.31,848.31,809.28,809.25,501.83,1350.47,785276,847.81,0
892.97,1089.99,1047.98,1089.04,546.45,1783.7,238514,991.48,0
785.67,1533.37,1025.13,1405.12,400.59,1249.77,3592297,1159.52,1
839.98,840.98,840.19,839.98,756.74,1782.18,1519737,840.48,1
982.78,992.28,988.82,983.49,747.42,1872.34,1309275,987.53,1
691.67,692.67,692.04,692.49,416.4,1297.62,3210938,692.17,1
978.9,979.9,965.22,972.1,707.79,1803.88,852560,979.4,0
569.72,1000.91,973.38,973.69,619.12,1976.07,225814,785.32,0
808.89,1437.57,1280.12,983.42,637.06,1778.32,3775379,1123.23,1
886.43,896.79,888.19,858.77,596.31,1734.51,195691,891.61,0
989.02,990.02,989.64,989.46,509.88,1980.65,1065513,989.52,1
696.11,703.11,701.12,702.41,432.39,1675.01,1543222,699.61,1
663.33,1188.57,876.8,1104.79,525.63,1537.35,2208830,925.95,1
623.81,1249.59,1182.03,770.21,604.47,1271.86,2776196,936.7,1
1230.64,1231.64,1231.34,1231.02,459.33,1847.93,2581628,1231.14,1
1162.64,1453.92,1366.71,1232.03,579.27,1391.61,2090953,1308.28,1
776.14,777.14,728.75,748.84,420.37,1921.81,884460,776.64,0
614.29,663.6,645.67,625.64,437.55,1465.56,437037,638.94,0
636.39,637.39,610.16,595.69,560.77,1743.4,633529,636.89,0
633.27,927.13,926.07,900.0,522.83,1901.52,557063,780.2,0
932.49,933.49,888.18,900.64,574.91,1667.71,176995,932.99,0
877.16,1341.02,1338.53,1305.29,576.42,1853.66,159078,1109.09,0
570.1,571.1,571.09,570.47,583.39,1717.97,3743159,570.6,1
520.31,913.24,903.31,869.31,616.21,1287.25,674464,716.78,0
1014.56,1015.56,1015.11,1014.81,759.73,1433.63,4071128,1015.06,1
1275.85,1276.85,1276.41,1276.51,679.12,1233.33,4266732,1276.35,1
683.82,684.82,643.69,680.82,494.02,1695.09,764147,684.32,0
1030.2,1031.2,1030.54,1030.95,751.35,1366.78,3212026,1030.7,1
685.24,1229.71,1226.21,1183.59,780.34,1473.37,552079,957.48,0
733.27,1270.12,1269.24,1232.32,703.16,1334.07,873257,1001.7,0
994.54,1455.74,1448.57,1440.44,763.79,1675.01,951333,1225.14,0
792.85,793.85,793.83,793.15,723.1,1218.45,3227379,793.35,1
1154.33,1155.33,1154.51,1155.26,793.16,1818.19,3843329,1154.83,1
1167.95,1168.95,1168.26,1167.99,454.28,1615.61,2679511,1168.45,1
751.82,952.16,903.49,838.65,713.26,1424.63,4545420,851.99,1
983.46,984.46,976.9,942.33,523.22,1760.08,543098,983.96,0
775.96,1010.68,964.64,1010.27,775.09,1432.47,990122,893.32,0
617.17,618.17,610.39,615.11,440.88,1824.0,276714,617.67,0
658.59,996.27,982.99,967.44,731.72,1705.97,835245,827.43,0
1128.23,1215.79,1177.06,1205.46,549.18,1665.1,1213425,1172.01,1
1334.9,1490.54,1465.56,1447.41,448.47,1519.03,1052063,1412.72,1
1217.51,1272.22,1269.1,1241.17,575.24,1448.73,848690,1244.86,0
809.45,1235.29,1209.12,1206.48,627.36,1247.09,722006,1022.37,0
1095.88,1135.82,1110.4,1126.98,462.86,1425.6,2493642,1115.85,1
766.43,767.43,766.81,766.7,486.96,1844.43,1411960,766.93,1
688.82,1287.97,1272.98,1247.93,678.69,1346.86,531751,988.4,0
1400.05,1442.35,1412.11,1419.05,763.44,1291.28,2171004,1421.2,1
842.55,843.55,794.65,806.57,767.37,1618.55,467771,843.05,0
1175.38,1176.38,1174.61,1131.75,448.32,1823.66,890040,1175.88,0
550.75,1339.62,1295.26,1318.59,575.1,1431.33,310502,945.18,0
1282.03,1292.64,1263.81,1284.57,636.67,1296.04,879021,1287.34,0
574.14,952.36,904.76,920.02,500.27,1549.13,233496,763.25,0
903.44,1399.8,1369.11,1389.55,700.08,1622.68,617734,1151.62,0
1251.21,1515.74,1485.86,1449.79,650.56,1228.74,4057930,1383.48,1
595.79,596.79,595.96,596.41,478.6,1939.95,4999710,596.29,1
676.36,1354.77,950.72,1000.77,619.02,1412.17,3540246,1015.56,1
551.0,598.1,597.43,561.28,638.42,1424.49,3918917,574.55,1
605.08,606.08,600.4,565.43,765.78,1852.52,155366,605.58,0
1274.48,1275.48,1275.13,1274.61,448.02,1256.0,1718287,1274.98,1
768.5,769.5,765.61,729.31,621.86,1774.35,730088,769.0,0
